Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients-SevereARDS-InvasiveVentilation-FiO2-21to29.json	3849	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	28	7	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients-SevereARDS-InvasiveVentilation-FiO2-30to39.json	3850	5	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	59	6	0	0	0	1	0	0
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients-SevereARDS-InvasiveVentilation-FiO2-40to49.json	3850	5	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	29	7	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients-SevereARDS-InvasiveVentilation-FiO2-50to59.json	3850	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	28	8	0	0	0	1	0	0
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients-SevereARDS-InvasiveVentilation-FiO2-60to79.json	3850	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	27	6	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients-SevereARDS-InvasiveVentilation-FiO2-80to99.json	3850	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	27	6	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients-SevereARDS-InvasiveVentilation.json	3112	5	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients-WithOut-NoMobilizationOrder.json	1941	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	5	0	0	0	1	0	0
fsh-generated/resources/EvidenceVariable-IntensiveCarePatients.json	1127	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-AntibioticsIndicationFocusDuration.json	3320	8	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator1.json	2852	4	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	23	5	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator2.json	3075	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator3.json	8139	6	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	52	7	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator4.json	2951	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	23	5	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator5.json	3936	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	28	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator6.json	2887	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	5	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator7.json	2924	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator8.json	3081	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DIVIQualityIndicator9.json	2804	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	7	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DailyDocumentationTreatmentGoals.json	2382	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	7	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DailyMultiprofessionalWardRounds.json	2413	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	7	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-DischargeWithoutHomeVentilation.json	2486	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-DrivingPressureLimitation.json	3301	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	25	7	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-EarlyEnteralFeeding.json	2474	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	21	7	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-FrequencyBloodCultures.json	2362	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	21	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-HandDisinfectantConsumption.json	3396	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-InfectionDeviceRatio.json	3314	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-InitialCommunicationPatientsRelatives.json	2619	4	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	21	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-InitialMobilization.json	2372	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	5	0	0	0	1	0	1
fsh-generated/resources/PlanDefinition-PEEPadjustedToFIO2-100.json	3526	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	25	6	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-PEEPadjustedToFIO2-21to29.json	3548	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	5	0	0	0	3	0	0
fsh-generated/resources/PlanDefinition-PEEPadjustedToFIO2-30to39.json	3552	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-PEEPadjustedToFIO2-40to49.json	3552	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	23	6	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-PEEPadjustedToFIO2-50to59.json	3552	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	23	6	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-PEEPadjustedToFIO2-60to79.json	3554	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24	44	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-PEEPadjustedToFIO2-80to99.json	3554	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	23	8	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-PenumoniaVentilatedPatientRatio.json	3390	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24	8	0	0	1	0	0	0
fsh-generated/resources/PlanDefinition-PeriodicAssessmentOfSedationAnalgesiaDelirium.json	5676	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	33	8	0	0	0	4	0	0
fsh-generated/resources/PlanDefinition-PeriodicAssessmentOfWeaning.json	2908	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	22	7	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-PeriodicCommunicationPatientsRelatives.json	2576	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	7	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-PeriodicMobilization.json	2417	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-PlateauPressureLimitation.json	3322	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-SedationLevelAnalgesiaLevelDeliriumStatusInAcceptableRanges.json	8850	8	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	48	11	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-StopOdersInvasiveDevices.json	2458	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-SufficientFeeding.json	2458	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	7	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-TidalVolumeLimitation.json	3372	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	31	8	0	0	0	0	0	0
